index,genres,popularity,movie_id,keywords,overview,title,cast,director
3328,Animation Drama,24.281951,2011,civil war parents kids relationship 1970s puberty totalitarian regime,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",Persepolis,Chiara Mastroianni Danielle Darrieux Catherine Deneuve Simon Abkarian Gabrielle Lopes Benites,Vincent Paronnaud
3329,Thriller Adventure Fantasy,9.983004,45650,basement hole little brother,"After moving into a new neighbourhood, brothers Dane &amp; Lucas and their neighbour Julie discover a bottomless hole in the basement of their home. They find that once the hole is exposed, evil is unleashed. With strange shadows lurking around every corner and nightmares coming to life, they are forced to come face to face with their darkest fears to put an end to the mystery of THE HOLE.",The Hole,Chris Massoglia Haley Bennett Nathan Gamble Bruce Dern Teri Polo,Joe Dante
3330,Drama Thriller,25.281197,7735,dictator trainer classroom fascism group dynamics,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,The Wave,J\u00fcrgen Vogel Frederick Lau Max Riemelt Jennifer Ulrich Christiane Paul,Dennis Gansel
3331,Thriller Horror,38.150787,301365,model,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",The Neon Demon,Elle Fanning Karl Glusman Jena Malone Bella Heathcote Abbey Lee,Nicolas Winding Refn
3332,Thriller Crime Drama Action,16.829837,25941,self-defense widower,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,Harry Brown,Michael Caine Emily Mortimer Iain Glen Lee Oakes Liam Cunningham,Daniel Barber
3333,Horror Thriller,1.288173,29064,bible suspense biblical code revelation (book),"In this spiritual thriller, an ancient prophecy is about to be fulfilled as a secret code brings the world to the edge of Apocalypse. Gillen Lane (Casper Van Dien) is a expert on theology and mythology who has gained international fame as a motivational speaker.",The Omega Code,Casper Van Dien Michael York Catherine Oxenberg Michael Ironside Jan T\u0159\u00edska,Robert Marcarelli
3334,Comedy Drama Romance,19.782725,7326,sexuality becoming an adult puberty first time oscar award,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",Juno,Ellen Page Michael Cera Jennifer Garner Jason Bateman Allison Janney,Jason Reitman
3335,Action,4.943588,326284,,"In China to donate his kidney to his dying niece, former black-ops agent Deacon awakes the day before the operation to find he is the latest victim of organ theft. Stitched up and pissed-off, Deacon descends from his opulent hotel in search of his stolen kidney and carves a blood-soaked path through the darkest corners of the city. The clock is ticking for his niece and with each step he loses blood.",Pound of Flesh,Jean-Claude Van Damme John Ralston Darren Shahlavi Aki Aleong Jason Tobin,Ernie Barbarash
3336,Adventure Action Thriller,34.634181,681,spy fight secret organization satellite secret agent,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who’s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,Diamonds Are Forever,Sean Connery Jill St. John Charles Gray Lana Wood Jimmy Dean,Guy Hamilton
3337,Drama Crime,143.659698,238,italy love at first sight loss of father patriarch organized crime,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",The Godfather,Marlon Brando Al Pacino James Caan Richard S. Castellano Robert Duvall,Francis Ford Coppola
3338,Drama Music Romance,18.422323,535,dancing dance locksmith welder,The popular 1980’s dance movie that depicts the life of an exotic dancer with a side job as a welder who true desire is to get into ballet school. It’s her dream to be a professional dancer and now is her chance. The film has a great soundtrack with an Oscar winning song.,Flashdance,Jennifer Beals Michael Nouri Lilia Skala Kyle T. Heffner Sunny Johnson,Adrian Lyne
3339,Comedy Drama Romance,45.610993,19913,date sex jealousy fight architect,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",(500) Days of Summer,Joseph Gordon-Levitt Zooey Deschanel Chlo\u00eb Grace Moretz Geoffrey Arend Matthew Gray Gubler,Marc Webb
3340,Drama Romance,17.681707,713,love triangle scotland mother adultery sexuality,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",The Piano,Holly Hunter Harvey Keitel Sam Neill Anna Paquin Cliff Curtis,Jane Campion
3341,Drama Comedy,35.897151,77930,dancing florida strip club male stripper novice,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",Magic Mike,Channing Tatum Matthew McConaughey Alex Pettyfer Cody Horn Olivia Munn,Steven Soderbergh
3342,Thriller Horror,11.199544,10727,witch loss of mother small town death penalty lighthouse,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before",Darkness Falls,Chaney Kley Emma Caulfield Lee Cormie Grant Piro Sullivan Stapleton,Jonathan Liebesman
3343,Adventure Action Thriller,30.465138,253,london england new york bomb england spy,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,Live and Let Die,Roger Moore Yaphet Kotto Jane Seymour Clifton James Julius Harris,Guy Hamilton
3344,Comedy Drama Family,5.675535,17908,mississippi childhood memory dog,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.",My Dog Skip,Frankie Muniz Diane Lane Kevin Bacon Luke Wilson Chaon Cross,Jay Russell
3345,Comedy Romance,29.173266,8390,lovesickness love of one's life narration lovers kiss,"When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.","Definitely, Maybe",Ryan Reynolds Abigail Breslin Elizabeth Banks Isla Fisher Rachel Weisz,Adam Brooks
3346,Comedy,4.492455,57119,african american wedding class differences martha's vineyard,Two very different families converge on Martha's Vineyard one weekend for a wedding.,Jumping the Broom,Paula Patton Julie Bowen Meagan Good Mike Epps Angela Bassett,Salim Akil
3347,Drama History,17.717681,3291,telecaster communist political activism tv show politician,"The story of journalist, Edward R Murrow's stand against Senator McCarthy's anti-communist witch-hunts in the early 1950s.","Good Night, and Good Luck.",David Strathairn Jeff Daniels Alex Borstein Rose Abdoo Dianne Reeves,George Clooney
3348,Crime Drama,17.434862,398,gay self-fulfilling prophecy based on novel journalism identity,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.",Capote,Philip Seymour Hoffman Allie Mickelson Craig Archibald Bronwen Coleman Kate Shindle,Bennett Miller
3349,Thriller Action Crime,25.511217,8068,gunslinger anti terror ambush mexico showdown,A gunslinger is embroiled in a war with a local drug runner.,Desperado,Antonio Banderas Salma Hayek Joaquim de Almeida Cheech Marin Steve Buscemi,Robert Rodriguez
3350,Adventure Action Romance Science Fiction,12.268143,10803,female nudity killer robot nudity utopia teleportation,"An idyllic sci-fi future has one major drawback: All citizens get a chance of being 'renewed' in a Civic Ceremony at their 30th birthday, unless they run and escape before their time comes.",Logan's Run,Michael York Richard Jordan Jenny Agutter Roscoe Lee Browne Farrah Fawcett,Michael Anderson
3351,Adventure Action Thriller,30.214716,682,london england england martial arts assassin exotic island,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,The Man with the Golden Gun,Roger Moore Christopher Lee Britt Ekland Maud Adams Herv\u00e9 Villechaize,Guy Hamilton
3352,Action Adventure Comedy Crime Drama,6.872784,10117,showdown suspicion of murder boxer suspension organized crime,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,Action Jackson,Carl Weathers Craig T. Nelson Vanity Sharon Stone Thomas F. Wilson,Craig R. Baxley
3353,Adventure Horror,23.413188,9392,mutant expedition cave darkness rope,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",The Descent,Shauna Macdonald Natalie Mendoza Alex Reid Saskia Mulder MyAnna Buring,Neil Marshall
3354,Documentary,1.830306,24977,sport,"This documentary showcases basketball player Michael Jordan's awe-inspiring moves, providing behind-the-scenes and on-the-court action, including footage of Jordan and the Chicago Bulls going head-to-head against the Utah Jazz in the 1997 NBA Finals. Phil Jackson and Bob Costas are interviewed (among others), and the awesome soundtrack includes songs by Earth, Wind and Fire, Fatboy Slim and Freddie King.",Michael Jordan to the Max,Michael Jordan Phil Jackson Bob Costas Bill Murray Laurence Fishburne,James D. Stern
3355,Horror,14.741589,79316,found footage,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,Devil's Due,Allison Miller Zach Gilford Sam Anderson Robert Belushi Catherine Kresge,Matt Bettinelli-Olpin
3356,Comedy Romance,5.500324,2074,lsd looking for  birth parents half-brother independent film,"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).",Flirting with Disaster,Ben Stiller Patricia Arquette T\u00e9a Leoni Mary Tyler Moore Alan Alda,David O. Russell
3357,Drama Horror Crime,16.754452,1696,sadistic killing fire sheriff bounty hunter,"The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.",The Devil's Rejects,Sid Haig Bill Moseley Sheri Moon Zombie William Forsythe Ken Foree,Rob Zombie
3358,Crime Drama Comedy,29.761163,308639,california hip-hop harvard university geek coming of age,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",Dope,Shameik Moore Kiersey Clemons Tony Revolori Zo\u00eb Kravitz Chanel Iman,Rick Famuyiwa
3359,Drama Action Thriller Crime,2.772178,22314,,A fearless cop is taking on a ruthless crimelord. He knew the risks. He just didn't know how far he would have to go.,In Too Deep,Omar Epps LL Cool J Nia Long Stanley Tucci Hill Harper,Michael Rymer
3360,Horror,19.301432,2662,upper class halloween psychopath urban legend youth,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,House of 1000 Corpses,Sid Haig Bill Moseley Sheri Moon Zombie Karen Black Erin Daniels,Rob Zombie
3361,Horror Action Thriller Science Fiction,0.000372,77156,,"A man who is having an affair with a married woman is dropped off on the wrong street when going back to his hotel. He takes refuge out of the rain when an old man invites him in. He turns out to be a mortician, who tells him the stories of the people who have wound up in his establishment over the course of four stories.",Alien Zone,John Ericson Ivor Francis Judith Novgrod Burr DeBenning Charles Aidman,Sharron Miller
3362,Comedy Drama,23.612409,12573,professor dark comedy telephone call aftercreditsstinger 1960s,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",A Serious Man,Michael Stuhlbarg Richard Kind Fred Melamed Sari Lennick Aaron Wolff,Joel Coen
3363,Comedy Drama Mystery,6.557643,44718,independent film,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",Get Low,Bill Murray Sissy Spacek Robert Duvall Lucas Black Bill Cobbs,Aaron Schneider
3364,Adventure Comedy Fantasy Horror,9.887662,11342,witch cemetery magic time travel aging,"A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit. A Warlock (Julian Sands) is taken captive in Boston, Massachusetts in 1691 by a witch-hunter Giles Redferne (Richard Grant).  He is sentenced to death for his activities, including the bewitching of Redferne's bride-to-be, but before the execution a demon appears and propels the Warlock forward in time to 20th century Los Angeles, California. Redferne follows through the portal.
 The Warlock attempts to assemble The Grand Grimoire, a Satanic book that will reveal the ""true"" name of God.  Redferne and the Warlock then embark on a cat-and-mouse chase with the Grand Grimoire, and Kassandra (Lori Singer), a waitress who encounters Giles while he's attempting to find Warlock.",Warlock,Julian Sands Lori Singer Richard E. Grant Mary Woronov Kevin O'Brien,Steve Miner
3365,Romance Drama,8.079046,241771,talent success musician woman director,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",Beyond the Lights,Gugu Mbatha-Raw Nate Parker Minnie Driver Machine Gun Kelly Danny Glover,Gina Prince-Bythewood
3366,Drama Romance,21.626288,34653,gay based on novel suicidal death of lover teacher student relationship,"Adapted from a 1964 novel of the same name, the film follows a day in the life of George Falconer, a British college professor reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of close friend Charley who is struggling with her own questions about life.",A Single Man,Colin Firth Julianne Moore Nicholas Hoult Matthew Goode Jon Kortajarena,Tom Ford
3367,Drama,14.672151,11051,christianity traitor jesus christ roman crucifixion,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt. As he is put to death on the cross, Jesus is tempted by visions of an ordinary life married to Mary Magdalene.",The Last Temptation of Christ,Willem Dafoe Harvey Keitel Barbara Hershey David Bowie Harry Dean Stanton,Martin Scorsese
3368,Romance Comedy Drama,2.627232,14578,suicide sex sexuality college police,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately.",Outside Providence,Shawn Hatosy Amy Smart Alec Baldwin Jon Abrahams Richard Jenkins,Michael Corrente
3369,Drama Comedy Music Romance,12.150871,57825,indian lead bollywood modern day adaptation pride & prejudice woman director,"A Bollywood update of Jane Austen's classic tale, in which Mrs. Bakshi is eager to find suitable husbands for her four unmarried daughters. When the rich single gentlemen Balraj and Darcy come to visit, the Bakshis have high hopes, though circumstance and boorish opinions threaten to get in the way of romance.",Bride & Prejudice,Aishwarya Rai Bachchan Martin Henderson Naveen Andrews Daniel Gillies Indira Varma,Gurinder Chadha
3370,Adventure Drama Action History,2.128211,9555,child abuse sister sister relationship prosecution australia approved school ,"In 1931, three aboriginal girls escape after being plucked from their homes to be trained as domestic staff and set off on a trek across the Outback.",Rabbit-Proof Fence,Everlyn Sampi Tianna Sansbury Laura Monaghan Kenneth Branagh David Gulpilil,Phillip Noyce
3371,Comedy,2.881239,15581,sport,"When ""street smart"" rapper Christopher ""C-Note"" Hawkins (Big Boi) applies for a membership to all-white Carolina Pines Country Club, the establishment's proprietors are hardly ready to oblige him.",Who's Your Caddy?,Mick Partridge Big Boi Sherri Shepherd Lil Wayne Andy Milonakis,Don Michael Paul
3372,Thriller Action Horror Science Fiction Crime,4.857028,13006,flooding futuristic police detective,"In a futuristic London, the rising sea levels mean that large areas are under feet of water. Hauer plays a cop who previously lost his partner to some strange creature. Now the creature is back and its after him.",Split Second,Rutger Hauer Kim Cattrall Michael J. Pollard Alastair Duncan Alun Armstrong,Tony Maylam
3373,Action Adventure Drama Family,2.206097,16651,based on novel biography,"John H. Groberg, a middle class kid from Idaho Falls, crosses the Pacific to become a Mormon missionary in the remote and exotic Tongan island kingdom during the 1950's. He leaves behind a loving family and the true love of his life, Jean. Through letters and musings across the miles, John shares his humbling and sometimes hilarious adventures with ""the girl back home"", and her letters buoy up his spirits in difficult times. John must struggle to overcome language barriers, physical hardship and deep-rooted suspicion to earn the trust and love of the Tongan people he has come to serve. Throughout his adventure-filled three years on the islands, he discovers friends and wisdom in the most unlikely places. John H. Groberg's Tongan odyssey will change his life forever.",The Other Side of Heaven,Christopher Gorham Anne Hathaway Joe Folau Miriama Smith,Mitch Davis
3374,Drama Romance,3.721858,4251,love of one's life pilot class society pakistan india,"The story of the love between Veer Pratap Singh, an Indian, and Zaara Hayaat Khan, a Pakistani...a love so great it knows no boundaries...",Veer-Zaara,Shah Rukh Khan Preity Zinta Rani Mukerji Amitabh Bachchan Hema Malini,Yash Chopra
3375,Drama,5.091253,12400,film making film producer video surveillance sport interracial marriage,"Is there room for principle in Los Angeles? Mike Terry teaches jujitsu and barely makes ends meet. His Brazilian wife, whose family promotes fights, wants to see Mike in the ring making money, but to him competition is degrading. A woman sideswipes Mike's car and then, after an odd sequence of events, shoots out the studio's window. Later that evening, Mike rescues an action movie star in a fistfight at a bar. In return, the actor befriends Mike, gives him a gift, offers him work on his newest film, and introduces Mike's wife to his own - the women initiate business dealings. Then, things go sour all at once, Mike's debts mount, and going into the ring may be his only option.",Redbelt,Chiwetel Ejiofor Tim Allen Alice Braga Jose Pablo Cantillo Randy Couture,David Mamet
3376,Comedy Drama Romance,15.212569,39053,mumblecore,"With John's social life at a standstill and his ex-wife about to get remarried, a down on his luck divorcée finally meets the woman of his dreams, only to discover she has another man in her life - her son. Before long, the two are locked in a battle of wits for the woman they both love-and it appears only one man can be left standing when it's over.",Cyrus,John C. Reilly Jonah Hill Marisa Tomei Catherine Keener Matt Walsh,Jay Duplass
3377,Drama Family,0.838938,104896,,"Poor but happy, young Nello and his grandfather live alone, delivering milk as a livelihood, in the outskirts of Antwerp, a city in Flanders (the Flemish or Dutch-speaking part of modern-day Belgium). They discover a beaten dog (a Bouvier, a large sturdy dog native to Flanders) and adopt it and nurse it back to health, naming it Patrasche, the middle name of Nello's mother Mary, who died when Nello was very young. Nello's mother was a talented artist, and like his mother, he delights in drawing, and his friend Aloise is his model and greatest fan and supporter.",A Dog Of Flanders,Jack Warden Jeremy James Kissner Jesse James Jon Voight Cheryl Ladd,Kevin Brodie
3378,Drama Crime,7.051521,14112,male nudity adultery based on novel infidelity tv show,"A successful TV star during the 1960s, former ""Hogan's Heroes"" actor Bob Crane projects a wholesome family-man image, but this front masks his persona as a sex addict who records and photographs his many encounters with women, often with the help of his seedy friend, John Henry Carpenter. This biographical drama reveals how Crane's double life takes its toll on him and his family, and ultimately contributes to his death",Auto Focus,Greg Kinnear Willem Dafoe Rita Wilson Maria Bello Ron Leibman,Paul Schrader
3379,Drama,11.400229,12271,new york alcohol sex infidelity nudity,"In the mid-1960s, wealthy debutant Edie Sedgwick meets artist Andy Warhol. She joins Warhol's famous Factory and becomes his muse. Although she seems to have it all, Edie cannot have the love she craves from Andy, and she has an affair with a charismatic musician, who pushes her to seek independence from the artist and the milieu.",Factory Girl,Sienna Miller Guy Pearce Hayden Christensen Mena Suvari Jimmy Fallon,George Hickenlooper
3380,Drama Thriller,21.276864,71859,suburb violence killing spree prison visit guinea pig,"The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.",We Need to Talk About Kevin,John C. Reilly Tilda Swinton Ezra Miller Siobhan Fallon Jasper Newell,Lynne Ramsay
3381,Drama Family,1.799504,226354,angel miracle village christian candle,"Deep in the heart of the English countryside lies the enchanting village of Gladbury. Legend has it every 25 years an angel visits the village candlemaker and touches a single candle. Whoever lights this candle receives a miracle on Christmas Eve. But in 1890, at the dawn of the electric age, this centuries old legend may come to an end.",The Christmas Candle,Hans Matheson Samantha Barks Lesley Manville Sylvester McCoy James Cosmo,John Stephenson
3382,Action Drama,2.932784,48620,sport catholic mother superior catholic school convent school,"In the early 70s, Cathy Rush becomes the head basketball coach at a tiny, all-girls Catholic college. Though her team has no gym and no uniforms -- and the school itself is in danger of being sold -- Coach Rush looks to steer her girls to their first national championship.",The Mighty Macs,Carla Gugino Ellen Burstyn Marley Shelton David Boreanaz Jennifer Butler,Tim Chambers
3383,Comedy,2.550045,33676,male nudity female nudity mexico prostitute nudity,"Set in 1965, four Los Angeles school friends -- Woody, Dave, Spider and Wendell -- go on a series of misadventures when they head to Tijuana, Mexico, for a night of cruisin', causing trouble, and to lose their virginity.",Losin' It,"Tom Cruise Jackie Earle Haley John Stockwell John P. Navin, Jr. Shelley Long",Curtis Hanson
3384,Drama Romance,5.517597,37080,adoptive mother nymphomaniac mother daughter relationship,"The lives of three women have a commonality: adoption. Karen is a physical therapist who regrets that, as a teenager, she gave up her daughter for adoption. Elizabeth was an adopted child and is now a successful lawyer, but her personal life lacks warmth. Lucy and her husband have failed to conceive and now hope to adopt a baby to make their family complete.",Mother and Child,Naomi Watts Samuel L. Jackson Annette Bening Carla Gallo Kerry Washington,Rodrigo Garc\u00eda
3385,Action Adventure Drama War,3.829937,25388,gypsy middle east foreign legion wilderness archaeologist,"The French Foreign Legion, in the early 20s, is tasked to protect a group of Archaeologists in the middle east. After scenes depicting the hardship of day-to-day Foreign Legion life, and the ragtag collection of people who join, the local Arabs take offence at the Archaeologists and declare Jihad. A large battle takes place, with the inevitable last stand.",March or Die,Gene Hackman Terence Hill Catherine Deneuve Ian Holm Jack O'Halloran,Dick Richards
3386,Fantasy Comedy Science Fiction,8.893676,11687,servant time travel clumsy fellow middle ages nobility,"This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcererMayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past",The Visitors,Jean Reno Val\u00e9rie Lemercier Christian Clavier Marie-Anne Chazel Christian Bujeau,Jean-Marie Poir\u00e9
3387,Comedy Drama,9.590373,39210,milan independent film luxury hotel man in towel\u00a0 woman director,A hard-living Hollywood actor re-examines his life after his 11-year-old daughter surprises him with a visit.,Somewhere,Stephen Dorff Chris Pontius Erin Wasson Alexandra Williams Nathalie Fay,Sofia Coppola
3388,Comedy Drama,7.155519,30128,female nudity based on novel stripper flop dark comedy,"Tucker decides to take an impromptu trip to celebrate his friend's bachelor party. He drags his friend into a lie with his fiancée, gets him into trouble and then abandons him in order to pursue a hilarious carnal interest. Tucker is disinvited to the wedding, and in order to get back in, Tucker has to find a way to balance his narcissism with the demands of friendship.",I Hope They Serve Beer in Hell,Matt Czuchry Jesse Bradford Marika Dominczyk Traci Lords Geoff Stults,Bob Gosse
3389,Comedy,0.587276,31535,inventor invention scandal,A surfer becomes the head of a major company.,Chairman of the Board,Scott 'Carrot Top' Thompson Courtney Thorne-Smith Larry Miller Jack Warden M. Emmet Walsh,Alex Zamm
3390,Drama,13.635828,44835,loss of mother clerk grocery loss of relative loss of wife,A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic.,Hesher,Joseph Gordon-Levitt Natalie Portman Rainn Wilson Audrey Wasilewski Frank Collison,Spencer Susser
3391,Comedy Crime Drama,10.416332,192134,growing up money crime fatherhood,"After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed.",Dom Hemingway,Jude Law Demi\u00e1n Bichir Richard E. Grant Matthew C. Martino Emilia Clarke,Richard Shepard
3392,Mystery Drama Adventure,5.038953,1956,desperation highway wilderness getting lost friendship,Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.,Gerry,Casey Affleck Matt Damon,Gus Van Sant
3393,Drama Romance,1.498245,24985,,"Drama set in 1930s London with two sisters, Madeleine married to Rickie, and Dinah, who falls in love with him. Rickie and Dinah begin an affair which is to have repercussions throughout all their lives.",The Heart of Me,Helena Bonham Carter Olivia Williams Paul Bettany Eleanor Bron Tom Ward,Thaddeus O'Sullivan
3394,Romance Drama,8.184588,306745,new jersey equality lesbian relationship cancer,New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,Freeheld,Julianne Moore Ellen Page Steve Carell Michael Shannon Luke Grimes,Peter Sollett
3395,Comedy,2.26778,47088,independent film woman director,"THE EXTRA MAN is a sophisticated and moving comedy from filmmakers Shari Springer Berman and Robert Pulcini. THE EXTRA MAN follows Louis Ives (Paul Dano), a lonely dreamer who fancies himself the hero of an F. Scott Fitzgerald novel. When a deeply embarrassing incident forces him to leave his job at an exclusive Princeton prep school, Louis heads to New York City to make a fresh start. He quickly finds a 9 to 5 job at an environmental magazine, where he encounters an entrancing, green-obsessed co-worker Mary (Katie Holmes).",The Extra Man,Kevin Kline Paul Dano Katie Holmes John C. Reilly Dan Hedaya,Shari Springer Berman
3396,Drama Science Fiction,3.120016,110402,,"A group of scientists is sent to the planet Arkanar to help the local civilization, which is in the Medieval phase of its own history, to find the right path to progress. Their task is a difficult one: they cannot interfere violently and in no case can they kill. The scientist Rumata tries to save the local intellectuals from their punishment and cannot avoid taking a position. As if the question were: what would you do in God's place? Director's statement Aleksei wanted to make this film his entire life. The road was a long one. This is not a film about cruelty, but about love. A love that was there, tangible, alive, and that resisted through the hardest of conditions.",Hard to Be a God,Leonid Yarmolnik Yuriy Tsurilo Natalya Moteva Aleksandr Chutko Aleksandr Ilin,Aleksey German
3397,Crime Thriller Comedy,8.207425,27004,independent film money,"A stroke of good luck turns lethal for Sam Phelan and his wife Leslie when they are faced with a life-changing decision that brings strange and sinister Pyke Kubic to their doorstep. As Pyke leads Sam and Leslie on a tumultuous adventure through the streets of Chicago, each are pulled deeper and deeper into a desperate spiral of deception and violence – all in the name of money.",Ca$h,Sean Bean Chris Hemsworth Victoria Profeta Thampy Antony Mike Starr,Stephen Milburn Anderson
3398,Drama,2.356244,15013,adultery brain tumor south africa alcoholism divorce,"Set at the end of the 1960s, as Swaziland is about to receive independence from United Kingdom, the film follows the young Ralph Compton, at 12, through his parents' traumatic separation, till he's 14. The film is largely based on Richard E. Grant's own experiences as a teenager in Swaziland, where his father was head of education for the British government administration.",Wah-Wah,Gabriel Byrne Emily Watson Julie Walters Nicholas Hoult Miranda Richardson,Richard E. Grant
3399,Action Thriller Crime,34.917447,8374,arbitrary law boston twin brother russian mafia prologue,"With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands.",The Boondock Saints,Willem Dafoe Norman Reedus Sean Patrick Flanery David Della Rocco David Ferry,Troy Duffy
